chassis_serie,close_date,close_datetime,component,creation_datetime,creation_date,severity_cur,customer_type,dealer_city,dealer_id,dealer_country,dealer_name,dealer_state,error_code,failure_mode,first_queued_seconds,region,owner_country,owner_department,description,mileage,mileage_unit,product_id,product,creator_country,creator_department,time_to_close_seconds,assigned_team,sr_area,sr_type,severity,ticket_channel,status_line,status,sub_status,ticket_id,chassis_number,vin_number
S-580,,,Hydrogen Injector,2026-11-20 10:00:00,2026-11-20,Low,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2003,Leak,6552,South America,China,Customer Support,[TEST-VARIANT-B] Review Brake System Brake Pads: possible leaking and reduced performance :: synthetic drift scenario,200194,km,P-8097,Hydrogen Drive Unit,USA,Quality,,Field Ops Rapid,Electrical,Safety Concern,Critical,Proactive Monitoring,Open,Awaiting Parts,Parts Ordered,variant-b-007762,CH456148,Z0LFG6UZG305THJHA
S-763,,,Safety Controller,2026-11-20 11:00:00,2026-11-20,Critical,Service Partner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1002,Leak,2872,North America,Germany,Field Service,"[TEST-VARIANT-B] Urgent: drip observed in Clutch, maybe the transmission system. :: synthetic drift scenario",150317,miles,P-8215,Hydrogen Drive Unit,USA,Field Service,,Escalation Lab,Electrical,Safety Concern,Critical,VIP Hotline,Open,Escalated,Parts Ordered,variant-b-007763,CH974894,ST6LH6YYSS4YCHZRA
S-339,,,Safety Controller,2026-11-20 12:00:00,2026-11-20,Low,Independent Owner,Toronto,D-1005,Canada,CanService Dealer,ON,E-1005,Noise,4159,EU,Brazil,Customer Support,[TEST-VARIANT-B] Clutch seems to have knocking; driver says it started after startup.FYI :: synthetic drift scenario,144004,km,P-6147,Hydrogen Drive Unit,Germany,Operations,,Warranty Taskforce,Transmission,Performance Issue,High,Proactive Monitoring,Open,In Progress,Completed,variant-b-007764,CH869128,YMCN18YHR3XA78UJ7
S-731,,,Hydrogen Injector,2026-11-20 13:00:00,2026-11-20,Critical,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2001,Wear,5667,South America,China,Operations,[TEST-VARIANT-B] ABS Sensor appears wear out. Some hesitation. asap :: synthetic drift scenario,290700,miles,P-1240,Autonomous Controller,Brazil,Sales,,Escalation Lab,Brakes,Maintenance Request,Critical,Proactive Monitoring,Open,Escalated,Waiting on Customer,variant-b-007765,CH773241,LNUMNTT5GHR63LDXT
S-476,,,AI Sensor Rack,2026-11-20 14:00:00,2026-11-20,High,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1003,Leak,5610,EU,China,Quality,[TEST-VARIANT-B] Leaking in ABS Sensor of the Brake System. Pls advise. needs inspection. :: synthetic drift scenario,371840,miles,P-8806,Hydrogen Drive Unit,China,Operations,,Warranty Taskforce,Suspension,Maintenance Request,Critical,VIP Hotline,Open,Awaiting Parts,Action Required,variant-b-007766,CH787626,ZUJFAVE7F5LVSH0B7
S-482,,,Safety Controller,2026-11-20 15:00:00,2026-11-20,High,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,F-3002,Wear,6252,EU,Canada,Customer Support,[TEST-VARIANT-B] Engine Control Module Cooling Pump has abrasion; note the unuusal behavior. :: synthetic drift scenario,139156,miles,P-9047,Hydrogen Drive Unit,Brazil,Sales,,Escalation Lab,Electrical,Technical Issue,Critical,Proactive Monitoring,Open,In Progress,Reopened,variant-b-007767,CH596996,385AR0JAHGV9DJRG6
S-547,,,Hydrogen Injector,2026-11-20 16:00:00,2026-11-20,Medium,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1002,Leak,4337,South America,Brazil,Field Service,[TEST-VARIANT-B] Fluid loss affecting Wiring Harness on Electrical System. Customer complaint. check asap. :: synthetic drift scenario,199860,km,P-4506,Autonomous Controller,Canada,Engineering,,Field Ops Rapid,Engine,Safety Concern,Critical,Proactive Monitoring,Open,Escalated,Reopened,variant-b-007768,CH646513,JG2061WG3FN72CWA7
S-245,,,Safety Controller,2026-11-20 17:00:00,2026-11-20,Low,Dealer,San Jose,D-1001,USA,Northway Dealer,CA,E-1003,Overheating,5154,EU,USA,Operations,[TEST-VARIANT-B] Customer reports overheating at the wiring harness of the electrical system. :: synthetic drift scenario,471636,miles,P-2293,Autonomous Controller,USA,Operations,,Field Ops Rapid,Brakes,Recall Related,High,VIP Hotline,Open,New,Completed,variant-b-007769,CH139795,VY94SAASAAU5AA4PK
S-612,2025-10-12,2025-10-12 04:20:57+00:00,AI Sensor Rack,2026-11-20 18:00:00,2026-11-20,High,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2001,Short Circuit,695,Asia,Brazil,Sales,[TEST-VARIANT-B] Power surge in Gearbox of the Transmission System. Pls advise.FYI :: synthetic drift scenario,309840,km,P-1797,Hydrogen Drive Unit,Canada,Sales,1256400.0,Field Ops Rapid,Engine,Recall Related,Critical,VIP Hotline,Closed,Resolved,Reopened,variant-b-007770,CH528041,KABZKFKA6BUH3V3XB
S-720,2026-02-26,2026-02-26 04:05:34+00:00,Hydrogen Injector,2026-11-20 19:00:00,2026-11-20,Critical,Service Partner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2001,Leak,4900,South America,USA,Engineering,[TEST-VARIANT-B] Transmission System Gearbox has leak; note the unusual behavior. occurs on cold start. :: synthetic drift scenario,232386,km,P-3692,Hydrogen Drive Unit,China,Customer Support,1328400.0,Escalation Lab,Brakes,Technical Issue,High,Proactive Monitoring,Closed,Closed,Action Required,variant-b-007771,CH790728,A6HXFPCLKXL2BSY7W
S-736,2025-11-23,2025-11-23 08:02:35+00:00,Hydrogen Injector,2026-11-20 20:00:00,2026-11-20,High,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,E-1003,Overheating,7143,South America,France,Engineering,[TEST-VARIANT-B] Customer reports overheating at the wiring harness of the electrical system. pls :: synthetic drift scenario,74470,miles,P-3826,Autonomous Controller,Germany,Quality,324000.0,Warranty Taskforce,Brakes,Safety Concern,Medium,VIP Hotline,Closed,Resolved,Investigation,variant-b-007772,CH218486,HNR0JXE4HWAMFCWHZ
S-591,,,AI Sensor Rack,2026-11-20 21:00:00,2026-11-20,High,Fleet Operator,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3001,Failure,2654,Asia,Germany,Sales,[TEST-VARIANT-B] Found fautl from ABS Sensor Possible sensor issue :: synthetic drift scenario,6443,km,P-8935,Hydrogen Drive Unit,France,Quality,,Field Ops Rapid,Electrical,Technical Issue,High,VIP Hotline,Open,Escalated,Investigation,variant-b-007773,CH882596,B4N1RG39RTHW4PMGS
S-410,,,Hydrogen Injector,2026-11-20 22:00:00,2026-11-20,Low,Fleet Operator,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2002,Wear,4119,South America,China,Customer Support,"[TEST-VARIANT-B] Urgent: worn observed in Clutch, maybe the transmission system. :: synthetic drift scenario",394577,miles,P-7215,Autonomous Controller,China,Engineering,,Field Ops Rapid,Transmission,Performance Issue,High,Proactive Monitoring,Open,Assigned,Action Required,variant-b-007774,CH758012,6AN1XHL5DDEXW2XJF
S-540,,,Safety Controller,2026-11-20 23:00:00,2026-11-20,Critical,Independent Owner,Toronto,D-1005,Canada,CanService Dealer,ON,W-2001,Failure,2355,South America,China,Quality,[TEST-VARIANT-B] Rpt: Brake System ABS Sensor showing fault after long run. :: synthetic drift scenario,38236,km,P-2076,Autonomous Controller,Canada,Field Service,,Escalation Lab,Body/Chassis,Safety Concern,Critical,Proactive Monitoring,Open,Assigned,Reopened,variant-b-007775,CH886959,KGLN2SC3SU9LKHPMF
S-135,,,Hydrogen Injector,2026-11-21 00:00:00,2026-11-21,High,Independent Owner,Toronto,D-1005,Canada,CanService Dealer,ON,E-1002,Short Circuit,3545,South America,Germany,Customer Support,"[TEST-VARIANT-B] Urgent: spark observed in Brake Pads, maybe the brake system.Urgent :: synthetic drift scenario",249363,km,P-8010,Autonomous Controller,Germany,Customer Support,,Field Ops Rapid,Electrical,Maintenance Request,High,Proactive Monitoring,Open,Awaiting Parts,Parts Ordered,variant-b-007776,CH605703,2UUXAFJPTMK71BCZA
S-893,,,AI Sensor Rack,2026-11-21 01:00:00,2026-11-21,Critical,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1005,Short Circuit,4905,South America,Brazil,Engineering,[TEST-VARIANT-B] Rpt: Transmission System Hydraulic Pump showing power surge after long run :: synthetic drift scenario,307345,miles,P-8232,Hydrogen Drive Unit,Germany,Customer Support,,Field Ops Rapid,Engine,Technical Issue,Critical,VIP Hotline,Open,New,Parts Ordered,variant-b-007777,CH100644,K0WLY8BWWRE39W6D3
S-890,2025-07-09,2025-07-09 02:23:32+00:00,AI Sensor Rack,2026-11-21 02:00:00,2026-11-21,Medium,Fleet Operator,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1001,Noise,1972,Asia,China,Engineering,"[TEST-VARIANT-B] Engine Control Module Fuel Injector has clunking, unclear if related to recent service. :: synthetic drift scenario",353985,km,P-8646,Hydrogen Drive Unit,Canada,Field Service,2347200.0,Escalation Lab,Brakes,Maintenance Request,High,Proactive Monitoring,Closed,Resolved,Action Required,variant-b-007778,CH893852,3L5TDKFDDTKFG8TVU
S-796,2026-03-08,2026-03-08 08:47:27+00:00,Hydrogen Injector,2026-11-21 03:00:00,2026-11-21,Critical,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2002,Short Circuit,900,Asia,France,Operations,[TEST-VARIANT-B] Customer reports electrical fault at the brake pads of the brake system. driver says it started after service. :: synthetic drift scenario,2328,miles,P-1830,Autonomous Controller,Canada,Field Service,1378800.0,Escalation Lab,Transmission,Performance Issue,Critical,Proactive Monitoring,Closed,Closed,Action Required,variant-b-007779,CH530679,F8M8789HB20G8BBVT
S-699,,,Hydrogen Injector,2026-11-21 04:00:00,2026-11-21,Critical,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2001,Wear,939,South America,France,Sales,"[TEST-VARIANT-B] Brake System ABS Snesor has worn, unclear if related to recent service. :: synthetic drift scenario",259069,miles,P-2283,Hydrogen Drive Unit,China,Field Service,,Field Ops Rapid,Engine,Performance Issue,High,Proactive Monitoring,Open,New,Action Required,variant-b-007780,CH118968,LRJ67BHN7T1J1R7SJ
S-498,,,Safety Controller,2026-11-21 05:00:00,2026-11-21,Critical,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,F-3002,Failure,3756,North America,France,Sales,[TEST-VARIANT-B] Found not responding from ABS Sensor. Looks like wear. happens intermittently. :: synthetic drift scenario,2550,km,P-6980,Autonomous Controller,Brazil,Engineering,,Warranty Taskforce,Body/Chassis,Performance Issue,High,VIP Hotline,Open,In Progress,Parts Ordered,variant-b-007781,CH475348,CK1TDWKK31CPSSHDH
S-122,,,Hydrogen Injector,2026-11-21 06:00:00,2026-11-21,Medium,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,F-3002,Leak,3063,South America,USA,Operations,[TEST-VARIANT-B] Seepage affecting Hydraulic Line on Brake System. Customer complaint. :: synthetic drift scenario,147702,miles,P-3749,Autonomous Controller,Canada,Operations,,Warranty Taskforce,Engine,Performance Issue,Critical,VIP Hotline,Open,Awaiting Parts,Investigation,variant-b-007782,CH838070,LY56GTUL7K3WF45L0
S-300,2026-03-24,2026-03-24 10:44:47+00:00,Safety Controller,2026-11-21 07:00:00,2026-11-21,Medium,Dealer,San Jose,D-1001,USA,Northway Dealer,CA,E-1002,Wear,4210,North America,Germany,Quality,[TEST-VARIANT-B] Transmission System Clutch has wear ou;t note the unusual behavior. pls :: synthetic drift scenario,21588,miles,P-5074,Autonomous Controller,Canada,Engineering,957600.0,Warranty Taskforce,Transmission,Maintenance Request,Critical,VIP Hotline,Closed,Closed,Completed,variant-b-007783,CH228833,V9JUD4N3FKP9RV8NL
S-448,,,Hydrogen Injector,2026-11-21 08:00:00,2026-11-21,Medium,Fleet Operator,Toronto,D-1005,Canada,CanService Dealer,ON,F-3001,Short Circuit,414,North America,Canada,Customer Support,[TEST-VARIANT-B] Found power surge from Clutch. No clear root cause. driver says it started atfer service. :: synthetic drift scenario,56496,miles,P-2141,Autonomous Controller,USA,Quality,,Warranty Taskforce,Engine,Safety Concern,High,Proactive Monitoring,Open,New,Completed,variant-b-007784,CH102622,WWJ2HAF7EMBB5RWXC
S-821,,,AI Sensor Rack,2026-11-21 09:00:00,2026-11-21,Critical,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,E-1003,Wear,322,EU,Canada,Field Service,[TEST-VARIANT-B] Wear in Hydraulic Pmup of the Transmission System Need fix asap no obvious warning light :: synthetic drift scenario,449824,miles,P-5545,Autonomous Controller,USA,Field Service,,Warranty Taskforce,Transmission,Safety Concern,High,Proactive Monitoring,Open,In Progress,Parts Ordered,variant-b-007785,CH400149,YU99Z9J9BH6MC7EG4
S-183,,,Hydrogen Injector,2026-11-21 10:00:00,2026-11-21,Low,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1005,Leak,271,EU,Germany,Quality,[TEST-VARIANT-B] Turbocharger appears fluid loss. Some hesitation. happens during idling. :: synthetic drift scenario,497977,km,P-7931,Hydrogen Drive Unit,USA,Field Service,,Warranty Taskforce,Engine,Safety Concern,Critical,Proactive Monitoring,Open,Escalated,Action Required,variant-b-007786,CH292350,3J6VW3RF8VTZMJFBH
S-384,2025-11-23,2025-11-23 21:31:29+00:00,AI Sensor Rack,2026-11-21 11:00:00,2026-11-21,Critical,Independent Owner,Toronto,D-1005,Canada,CanService Dealer,ON,W-2003,Wear,3379,EU,France,Field Service,[TEST-VARIANT-B] There is worn on the Brake Pads. Still open.WIP :: synthetic drift scenario,141321,miles,P-5141,Autonomous Controller,Canada,Customer Support,2577600.0,Escalation Lab,Electrical,Technical Issue,Critical,Proactive Monitoring,Closed,Resolved,Parts Ordered,variant-b-007787,CH144848,1T80BE8EGBRBNK5NA
S-554,,,Safety Controller,2026-11-21 12:00:00,2026-11-21,Medium,Fleet Operator,Toronto,D-1005,Canada,CanService Dealer,ON,E-1003,Leak,3796,South America,Germany,Sales,[TEST-VARIANT-B] Clutch has been drip during operation. Please check.Need help. :: synthetic drift scenario,290409,km,P-7537,Autonomous Controller,Canada,Operations,,Warranty Taskforce,Engine,Performance Issue,Critical,Proactive Monitoring,Open,Escalated,Parts Ordered,variant-b-007788,CH995114,B9VRXJ7LAJE3AHX45
S-812,,,Hydrogen Injector,2026-11-21 13:00:00,2026-11-21,High,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2001,Short Circuit,3788,North America,USA,Operations,[TEST-VARIANT-B] Cooling Pump seems to have short circuit; driver says it started after startup. check asap. :: synthetic drift scenario,408823,km,P-7746,Hydrogen Drive Unit,Brazil,Sales,,Escalation Lab,Electrical,Recall Related,Critical,Proactive Monitoring,Open,Awaiting Parts,Parts Ordered,variant-b-007789,CH454910,PZ5ATBMM22LG4FWB6
S-503,2026-02-26,2026-02-26 09:40:11+00:00,Hydrogen Injector,2026-11-21 14:00:00,2026-11-21,Medium,Independent Owner,San Jose,D-1001,USA,Northway Dealer,CA,W-2002,Wear,2125,EU,Canada,Field Service,[TEST-VARIANT-B] Wear affecting Turbocharger on Engine Control Module. Driver report. :: synthetic drift scenario,310827,km,P-8474,Hydrogen Drive Unit,France,Operations,2394000.0,Escalation Lab,Suspension,Safety Concern,Critical,VIP Hotline,Closed,Resolved,Waiting on Customer,variant-b-007790,CH305260,BFCCMMUPJ00LSV4E2
S-171,,,AI Sensor Rack,2026-11-21 15:00:00,2026-11-21,Low,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,E-1005,Wear,2451,South America,Germany,Sales,[TEST-VARIANT-B] Rpt: Transmission Ssytem Gearbox showing worn after long run. happens during idling. :: synthetic drift scenario,382072,miles,P-3681,Hydrogen Drive Unit,Germany,Operations,,Escalation Lab,Electrical,Performance Issue,High,Proactive Monitoring,Open,New,Investigation,variant-b-007791,CH205768,HV1U03Z24NVKL0RHM
S-353,,,Safety Controller,2026-11-21 16:00:00,2026-11-21,Low,Fleet Operator,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2003,Wear,3341,Asia,France,Engineering,[TEST-VARIANT-B] Worn in Cooling Pump of the Engine Control Module. Pls advise.WIP :: synthetic drift scenario,249417,miles,P-2493,Autonomous Controller,USA,Operations,,Field Ops Rapid,Body/Chassis,Technical Issue,High,Proactive Monitoring,Open,In Progress,Parts Ordered,variant-b-007792,CH176801,ZA5ZUZ1TCGCK8VHTL
S-308,,,AI Sensor Rack,2026-11-21 17:00:00,2026-11-21,High,Dealer,Toronto,D-1005,Canada,CanService Dealer,ON,W-2002,Failure,5940,South America,Germany,Customer Support,[TEST-VARIANT-B] Rpt: Transmission System Clutch showing failure after long run. :: synthetic drift scenario,229888,miles,P-2798,Hydrogen Drive Unit,USA,Operations,,Warranty Taskforce,Transmission,Performance Issue,Critical,Proactive Monitoring,Open,In Progress,Investigation,variant-b-007793,CH721311,8XDRCECTF7E8A8E28
S-590,,,Hydrogen Injector,2026-11-21 18:00:00,2026-11-21,High,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1005,Short Circuit,1105,EU,USA,Sales,[TEST-VARIANT-B] Short circuit in lCutch of the Transmission System. Need fix asap. :: synthetic drift scenario,288831,miles,P-2732,Hydrogen Drive Unit,Canada,Quality,,Warranty Taskforce,Brakes,Warranty Claim,Medium,Proactive Monitoring,Open,Escalated,Parts Ordered,variant-b-007794,CH812237,C6TS0KTCKFZG94V2W
S-213,,,Safety Controller,2026-11-21 19:00:00,2026-11-21,High,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,E-1001,Short Circuit,4839,North America,France,Engineering,[TEST-VARIANT-B] Customer reports electrical fault at the abs sensor of the brake system. fault appears after long run. :: synthetic drift scenario,190835,km,P-9341,Hydrogen Drive Unit,France,Quality,,Warranty Taskforce,Suspension,Safety Concern,Medium,Proactive Monitoring,Open,In Progress,Investigation,variant-b-007795,CH483238,FD8M1ABU5DEWX4MS1
S-853,,,AI Sensor Rack,2026-11-21 20:00:00,2026-11-21,Low,Service Partner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1004,Overheating,48,South America,China,Quality,[TEST-VARIANT-B] There is thermal issue on the Hydraulic Line. Still open. :: synthetic drift scenario,19748,km,P-3720,Autonomous Controller,Canada,Operations,,Field Ops Rapid,Transmission,Safety Concern,High,Proactive Monitoring,Open,Escalated,Action Required,variant-b-007796,CH271531,REGL50AX4DNH47CFS
S-175,2025-08-28,2025-08-28 08:19:11+00:00,AI Sensor Rack,2026-11-21 21:00:00,2026-11-21,Low,Independent Owner,Toronto,D-1005,Canada,CanService Dealer,ON,W-2001,Wear,312,North America,China,Quality,[TEST-VARIANT-B] Battery seems to have wear; driver says it started after startup. :: synthetic drift scenario,291726,miles,P-7497,Autonomous Controller,Germany,Customer Support,1566000.0,Escalation Lab,Engine,Safety Concern,High,VIP Hotline,Closed,Closed,Completed,variant-b-007797,CH285231,0LPJBKJ70BMC1EMW9
S-490,,,Hydrogen Injector,2026-11-21 22:00:00,2026-11-21,Critical,Service Partner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1001,Failure,4943,South America,Canada,Operations,[TEST-VARIANT-B] Rpt: Transmission System Gearbox showing failure after long run. repor after warm-up. :: synthetic drift scenario,307394,km,P-6534,Hydrogen Drive Unit,Canada,Engineering,,Warranty Taskforce,Body/Chassis,Maintenance Request,Medium,Proactive Monitoring,Open,New,Waiting on Customer,variant-b-007798,CH200161,1GJF37STDYPSU6T0R
S-905,2026-03-12,2026-03-12 06:37:03+00:00,AI Sensor Rack,2026-11-21 23:00:00,2026-11-21,High,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2002,Leak,2215,North America,China,Quality,[TEST-VARIANT-B] Leak in Cooling Pump of the Engine Control Module. Customer waiting. :: synthetic drift scenario,132415,miles,P-3778,Hydrogen Drive Unit,China,Customer Support,2552400.0,Field Ops Rapid,Electrical,Technical Issue,Medium,VIP Hotline,Closed,Resolved,Waiting on Customer,variant-b-007799,CH768691,YGF3HKL1V594VTZJ1
S-528,,,Safety Controller,2026-11-22 00:00:00,2026-11-22,Low,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3002,Overheating,6079,South America,USA,Field Service,[TEST-VARIANT-B] Cooling Pump has been thermal issue durign operation. Please check. :: synthetic drift scenario,30720,km,P-4823,Autonomous Controller,Germany,Field Service,,Field Ops Rapid,Transmission,Recall Related,High,Proactive Monitoring,Open,Escalated,Investigation,variant-b-007800,CH266174,B9372CZ7DE1E3W9ME
